voter_id,mesa_asignada,puesto_asignado,zona_asignada,municipio_asignado,circunscripcion_autorizada,tipo_boleta_autorizada,puede_votar_en_otro_puesto,justificacion_excepcion
V000306,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000307,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000308,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000309,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000310,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000311,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000312,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000313,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000314,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000315,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000316,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000317,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000318,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000319,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000320,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000321,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000322,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,especial,0,
V000323,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000324,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000325,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000326,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000327,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000328,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000329,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000330,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000331,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000332,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000333,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000334,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000335,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000336,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000337,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000338,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000339,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000340,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000341,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000342,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000343,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000344,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000345,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000346,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000347,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000348,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-05,municipal,0,inconsistencia_simulada_mesa
V000349,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000350,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000351,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000352,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000353,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000354,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000355,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000356,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000357,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000358,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000359,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000360,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000361,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000362,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000363,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000364,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,especial,0,
V000365,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000366,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000367,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000368,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000369,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000370,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000371,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000372,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000373,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000374,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000375,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000376,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000377,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000378,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-04,nacional,0,
V000379,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000380,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000381,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000382,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000383,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000384,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000385,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000386,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-01,especial,0,inconsistencia_simulada_mesa
V000387,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000388,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000389,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000390,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-04,municipal,0,
V000391,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000392,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000393,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000394,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000395,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000396,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000397,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000398,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-04,nacional,0,
V000399,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000400,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-03,municipal,0,
V000401,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000402,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000403,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000404,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000405,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000406,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000407,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-03,especial,0,
V000408,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000409,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000410,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000411,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000412,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000413,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000414,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000415,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000416,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000417,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000418,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000419,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000420,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000421,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000422,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000423,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000424,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000425,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000426,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000427,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000428,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000429,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000430,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000431,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000432,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000433,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000434,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000435,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000436,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000437,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000438,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000439,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000440,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000441,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000442,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000443,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000444,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000445,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000446,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000447,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000448,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000449,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000450,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000451,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000452,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000453,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000454,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000455,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000456,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000457,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000458,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000459,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000460,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000461,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000462,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000463,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000464,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000465,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,nacional,0,
V000466,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000467,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000468,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000469,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000470,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000471,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000472,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000473,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000474,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000475,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000476,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000477,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000478,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000479,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000480,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000481,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000482,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000483,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000484,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000485,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000486,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000487,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000488,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000489,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000490,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000491,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000492,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000493,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000494,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000495,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-02,especial,0,
V000496,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000497,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000498,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000499,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000500,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000501,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000502,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000503,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000504,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000505,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000506,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000507,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000508,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000509,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000510,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000511,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-04,nacional,0,
V000512,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000513,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000514,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000515,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000516,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000517,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000518,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000519,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V000520,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000521,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000522,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000523,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000524,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000525,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000526,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000527,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000528,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000529,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000530,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000531,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000532,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000533,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000534,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000535,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000536,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000537,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000538,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000539,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000540,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000541,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000542,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000543,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000544,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000545,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000546,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000547,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000548,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000549,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000550,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000551,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000552,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000553,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000554,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000555,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000556,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000557,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000558,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000559,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000560,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000561,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000562,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000563,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000564,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000565,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000566,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000567,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000568,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000569,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000570,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000571,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000572,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000573,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000574,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000575,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000576,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000577,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000578,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000579,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000580,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000581,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000582,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000583,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000584,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000585,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000586,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000587,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000588,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000589,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000590,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000591,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000592,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,municipal,0,
V000593,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000594,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000595,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000596,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000597,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000598,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000599,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000600,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000601,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000602,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000603,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000604,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000605,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000606,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000607,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000608,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000609,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000610,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000611,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000612,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000613,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000614,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
