ballot_id,mesa_id,voter_id,marca_simulada,clasificacion_objetiva,clasificacion_jurado,clasificacion_auditoria,usuario_clasificador
BAL-0000354,MESA-040,V004848,marca_ambigua,nulo,valido,nulo,USR-0029
BAL-0000355,MESA-061,V000928,candidato_A,valido,valido,valido,USR-0029
BAL-0000356,MESA-051,V002996,candidato_B,valido,valido,valido,USR-0032
BAL-0000357,MESA-023,V003286,candidato_A,valido,valido,valido,USR-0031
BAL-0000358,MESA-039,V002559,candidato_B,valido,valido,valido,USR-0034
BAL-0000359,MESA-034,V003281,candidato_A,valido,invalido,valido,USR-0030
BAL-0000360,MESA-005,V003260,candidato_A,valido,valido,valido,USR-0031
BAL-0000361,MESA-072,V004476,candidato_B,valido,valido,valido,USR-0028
BAL-0000362,MESA-062,V002546,candidato_A,valido,invalido,valido,USR-0030
BAL-0000363,MESA-005,V004621,candidato_A,valido,valido,valido,USR-0029
BAL-0000364,MESA-039,V004909,candidato_B,valido,valido,valido,USR-0028
BAL-0000365,MESA-047,V004494,candidato_B,valido,valido,valido,USR-0032
BAL-0000366,MESA-007,V002158,candidato_A,valido,valido,valido,USR-0034
BAL-0000367,MESA-026,V004756,candidato_A,valido,valido,valido,USR-0029
BAL-0000368,MESA-001,V004242,candidato_B,valido,valido,valido,USR-0033
BAL-0000369,MESA-017,V004487,candidato_A,valido,valido,valido,USR-0031
BAL-0000370,MESA-042,V002377,blanco,blanco,blanco,blanco,USR-0028
BAL-0000371,MESA-057,V000534,candidato_C,valido,valido,valido,USR-0032
BAL-0000372,MESA-035,V002292,candidato_B,valido,valido,valido,USR-0029
BAL-0000373,MESA-006,V003929,candidato_A,valido,valido,valido,USR-0034
BAL-0000374,MESA-034,V002797,candidato_A,valido,valido,valido,USR-0029
BAL-0000375,MESA-035,V004311,candidato_A,valido,valido,valido,USR-0028
BAL-0000376,MESA-021,V002738,candidato_B,valido,valido,valido,USR-0028
BAL-0000377,MESA-026,V002573,candidato_B,valido,valido,valido,USR-0034
BAL-0000378,MESA-020,V003590,candidato_B,valido,valido,valido,USR-0028
BAL-0000379,MESA-005,V001068,candidato_B,valido,valido,valido,USR-0032
BAL-0000380,MESA-073,V001836,candidato_C,valido,valido,valido,USR-0034
BAL-0000381,MESA-012,V003694,candidato_C,valido,valido,valido,USR-0035
BAL-0000382,MESA-053,V000903,candidato_A,valido,valido,valido,USR-0028
BAL-0000383,MESA-058,V001276,multiple_marca,nulo,valido,nulo,USR-0035
BAL-0000384,MESA-015,V003480,candidato_A,valido,valido,valido,USR-0034
BAL-0000385,MESA-015,V001102,candidato_B,valido,valido,valido,USR-0034
BAL-0000386,MESA-028,V001067,candidato_B,valido,valido,valido,USR-0031
BAL-0000387,MESA-049,V002086,candidato_B,valido,valido,valido,USR-0033
BAL-0000388,MESA-031,V003787,candidato_B,valido,valido,valido,USR-0029
BAL-0000389,MESA-009,V000099,candidato_A,valido,valido,valido,USR-0032
BAL-0000390,MESA-025,V004499,candidato_A,valido,valido,valido,USR-0032
BAL-0000391,MESA-078,V003438,candidato_B,valido,valido,valido,USR-0034
BAL-0000392,MESA-003,V004467,candidato_A,valido,valido,valido,USR-0031
BAL-0000393,MESA-012,V004710,candidato_A,valido,valido,valido,USR-0031
BAL-0000394,MESA-034,V001709,candidato_A,valido,valido,valido,USR-0028
BAL-0000395,MESA-021,V000763,candidato_C,valido,valido,valido,USR-0028
BAL-0000396,MESA-032,V000087,candidato_A,valido,valido,valido,USR-0031
BAL-0000397,MESA-053,V002810,blanco,blanco,blanco,blanco,USR-0028
BAL-0000398,MESA-030,V000379,candidato_C,valido,valido,valido,USR-0032
BAL-0000399,MESA-011,V001916,candidato_A,valido,valido,valido,USR-0033
BAL-0000400,MESA-038,V001874,candidato_C,valido,valido,valido,USR-0031
BAL-0000401,MESA-050,V004854,candidato_A,valido,valido,valido,USR-0031
BAL-0000402,MESA-023,V000875,candidato_C,valido,valido,valido,USR-0031
BAL-0000403,MESA-057,V001944,candidato_A,valido,valido,valido,USR-0029
BAL-0000404,MESA-057,V004200,candidato_A,valido,valido,valido,USR-0030
BAL-0000405,MESA-046,V001155,candidato_A,valido,valido,valido,USR-0033
BAL-0000406,MESA-024,V002640,blanco,blanco,nulo,blanco,USR-0032
BAL-0000407,MESA-012,V004706,candidato_C,valido,valido,valido,USR-0032
BAL-0000408,MESA-031,V003619,candidato_A,valido,valido,valido,USR-0034
BAL-0000409,MESA-022,V002213,candidato_A,valido,valido,valido,USR-0032
BAL-0000410,MESA-034,V001212,candidato_C,valido,valido,valido,USR-0035
BAL-0000411,MESA-071,V000266,candidato_A,valido,valido,valido,USR-0029
BAL-0000412,MESA-051,V004898,candidato_C,valido,valido,valido,USR-0033
BAL-0000413,MESA-064,V002854,candidato_B,valido,valido,valido,USR-0035
BAL-0000414,MESA-045,V004340,candidato_C,valido,valido,valido,USR-0029
BAL-0000415,MESA-059,V004650,candidato_B,valido,invalido,valido,USR-0030
BAL-0000416,MESA-061,V003652,candidato_A,valido,valido,valido,USR-0032
BAL-0000417,MESA-058,V002446,candidato_A,valido,valido,valido,USR-0028
BAL-0000418,MESA-057,V004572,candidato_B,valido,valido,valido,USR-0032
BAL-0000419,MESA-074,V004412,candidato_A,valido,valido,valido,USR-0032
BAL-0000420,MESA-044,V002161,candidato_B,valido,valido,valido,USR-0034
BAL-0000421,MESA-033,V001957,candidato_A,valido,valido,valido,USR-0033
BAL-0000422,MESA-066,V000655,candidato_A,valido,valido,valido,USR-0028
BAL-0000423,MESA-004,V001235,blanco,blanco,blanco,blanco,USR-0028
BAL-0000424,MESA-062,V000598,blanco,blanco,blanco,blanco,USR-0032
BAL-0000425,MESA-062,V004681,candidato_B,valido,valido,valido,USR-0028
BAL-0000426,MESA-005,V003932,marca_ambigua,invalido,invalido,invalido,USR-0028
BAL-0000427,MESA-035,V002343,candidato_C,valido,valido,valido,USR-0035
BAL-0000428,MESA-065,V004720,candidato_B,valido,valido,valido,USR-0034
BAL-0000429,MESA-080,V003275,candidato_C,valido,valido,valido,USR-0033
BAL-0000430,MESA-034,V001298,candidato_C,valido,valido,valido,USR-0035
BAL-0000431,MESA-057,V004500,candidato_A,valido,valido,valido,USR-0035
BAL-0000432,MESA-013,V000143,candidato_B,valido,valido,valido,USR-0034
BAL-0000433,MESA-030,V002984,candidato_A,valido,valido,valido,USR-0033
BAL-0000434,MESA-049,V001991,candidato_A,valido,valido,valido,USR-0028
BAL-0000435,MESA-075,V004858,candidato_A,valido,valido,valido,USR-0031
BAL-0000436,MESA-039,V002233,candidato_A,valido,valido,valido,USR-0032
BAL-0000437,MESA-018,V003948,candidato_C,valido,valido,valido,USR-0035
BAL-0000438,MESA-036,V004130,candidato_A,valido,valido,valido,USR-0033
BAL-0000439,MESA-010,V000437,candidato_B,valido,valido,valido,USR-0034
BAL-0000440,MESA-025,V003536,candidato_A,valido,valido,valido,USR-0031
BAL-0000441,MESA-076,V002498,candidato_C,valido,valido,valido,USR-0030
BAL-0000442,MESA-036,V001008,candidato_A,valido,valido,valido,USR-0031
BAL-0000443,MESA-010,V002778,candidato_A,valido,valido,valido,USR-0033
BAL-0000444,MESA-026,V000619,candidato_A,valido,valido,valido,USR-0028
BAL-0000445,MESA-001,V004348,candidato_C,valido,valido,valido,USR-0032
BAL-0000446,MESA-054,V000340,candidato_B,valido,valido,valido,USR-0032
BAL-0000447,MESA-061,V004986,candidato_B,valido,valido,valido,USR-0030
BAL-0000448,MESA-009,V000302,candidato_A,valido,valido,valido,USR-0028
BAL-0000449,MESA-073,V003102,candidato_B,valido,valido,valido,USR-0030
BAL-0000450,MESA-040,V004760,candidato_A,valido,invalido,valido,USR-0033
BAL-0000451,MESA-018,V004590,candidato_A,valido,valido,valido,USR-0035
BAL-0000452,MESA-056,V004328,candidato_B,valido,valido,valido,USR-0034
BAL-0000453,MESA-021,V001028,candidato_B,valido,valido,valido,USR-0033
BAL-0000454,MESA-027,V000315,candidato_C,valido,invalido,valido,USR-0030
BAL-0000455,MESA-062,V004248,candidato_A,valido,valido,valido,USR-0029
BAL-0000456,MESA-008,V002453,candidato_B,valido,valido,valido,USR-0029
BAL-0000457,MESA-048,V002225,candidato_A,valido,invalido,valido,USR-0030
BAL-0000458,MESA-071,V004392,candidato_B,valido,valido,valido,USR-0032
BAL-0000459,MESA-077,V003512,candidato_A,valido,valido,valido,USR-0033
BAL-0000460,MESA-027,V003217,candidato_A,valido,valido,valido,USR-0033
BAL-0000461,MESA-050,V004005,candidato_A,valido,invalido,valido,USR-0030
BAL-0000462,MESA-028,V000994,candidato_C,valido,valido,valido,USR-0034
BAL-0000463,MESA-014,V003188,candidato_A,valido,valido,valido,USR-0033
BAL-0000464,MESA-071,V002914,candidato_B,valido,valido,valido,USR-0035
BAL-0000465,MESA-035,V003632,candidato_B,valido,invalido,valido,USR-0030
BAL-0000466,MESA-054,V004811,candidato_B,valido,valido,valido,USR-0035
BAL-0000467,MESA-043,V000487,candidato_B,valido,invalido,valido,USR-0030
BAL-0000468,MESA-012,V004768,candidato_A,valido,valido,valido,USR-0028
BAL-0000469,MESA-028,V003643,candidato_B,valido,valido,valido,USR-0029
BAL-0000470,MESA-029,V002013,candidato_B,valido,valido,valido,USR-0032
BAL-0000471,MESA-003,V004243,candidato_B,valido,invalido,valido,USR-0030
BAL-0000472,MESA-024,V003809,candidato_A,valido,valido,valido,USR-0031
BAL-0000473,MESA-010,V000494,candidato_C,valido,valido,valido,USR-0031
BAL-0000474,MESA-076,V002440,candidato_B,valido,valido,valido,USR-0035
BAL-0000475,MESA-002,V000286,candidato_C,valido,valido,valido,USR-0029
BAL-0000476,MESA-077,V001962,candidato_C,valido,valido,valido,USR-0029
BAL-0000477,MESA-044,V003093,candidato_B,valido,valido,valido,USR-0029
BAL-0000478,MESA-001,V002338,candidato_B,valido,valido,valido,USR-0033
BAL-0000479,MESA-059,V003301,candidato_A,valido,valido,valido,USR-0033
BAL-0000480,MESA-047,V003733,marca_ambigua,invalido,invalido,invalido,USR-0030
BAL-0000481,MESA-034,V004699,candidato_C,valido,valido,valido,USR-0029
BAL-0000482,MESA-046,V001466,candidato_B,valido,valido,valido,USR-0035
BAL-0000483,MESA-034,V000939,candidato_C,valido,invalido,valido,USR-0030
BAL-0000484,MESA-072,V000606,candidato_B,valido,valido,valido,USR-0032
BAL-0000485,MESA-018,V002695,candidato_A,valido,valido,valido,USR-0033
BAL-0000486,MESA-028,V001894,candidato_A,valido,valido,valido,USR-0033
BAL-0000487,MESA-053,V002190,multiple_marca,nulo,nulo,nulo,USR-0034
BAL-0000488,MESA-042,V004936,candidato_B,valido,valido,valido,USR-0032
BAL-0000489,MESA-002,V001507,candidato_A,valido,valido,valido,USR-0029
BAL-0000490,MESA-011,V004906,candidato_C,valido,valido,valido,USR-0033
BAL-0000491,MESA-079,V004384,candidato_C,valido,valido,valido,USR-0034
BAL-0000492,MESA-045,V004984,candidato_C,valido,valido,valido,USR-0034
BAL-0000493,MESA-020,V002041,candidato_B,valido,valido,valido,USR-0031
BAL-0000494,MESA-018,V004216,candidato_A,valido,valido,valido,USR-0032
BAL-0000495,MESA-042,V001094,marca_ambigua,invalido,invalido,invalido,USR-0031
BAL-0000496,MESA-060,V001984,candidato_C,valido,valido,valido,USR-0035
BAL-0000497,MESA-068,V003428,candidato_A,valido,valido,valido,USR-0035
BAL-0000498,MESA-041,V002569,candidato_B,valido,valido,valido,USR-0034
BAL-0000499,MESA-051,V003726,candidato_A,valido,valido,valido,USR-0028
BAL-0000500,MESA-017,V001264,marca_ambigua,invalido,valido,invalido,USR-0035
BAL-0000501,MESA-001,V003927,candidato_A,valido,valido,valido,USR-0031
BAL-0000502,MESA-025,V002231,candidato_C,valido,valido,valido,USR-0032
BAL-0000503,MESA-074,V003322,candidato_A,valido,valido,valido,USR-0032
BAL-0000504,MESA-072,V004145,candidato_B,valido,valido,valido,USR-0032
BAL-0000505,MESA-078,V000356,marca_ambigua,invalido,valido,invalido,USR-0028
BAL-0000506,MESA-012,V004914,candidato_A,valido,valido,valido,USR-0030
BAL-0000507,MESA-040,V003945,candidato_A,valido,valido,valido,USR-0029
BAL-0000508,MESA-066,V003016,blanco,blanco,blanco,blanco,USR-0035
BAL-0000509,MESA-058,V001826,marca_ambigua,invalido,invalido,invalido,USR-0034
BAL-0000510,MESA-063,V000621,candidato_C,valido,valido,valido,USR-0028
BAL-0000511,MESA-058,V000542,candidato_A,valido,valido,valido,USR-0033
BAL-0000512,MESA-037,V002665,candidato_A,valido,valido,valido,USR-0034
BAL-0000513,MESA-041,V004204,candidato_B,valido,valido,valido,USR-0034
BAL-0000514,MESA-006,V000182,candidato_A,valido,valido,valido,USR-0032
BAL-0000515,MESA-034,V001015,candidato_C,valido,valido,valido,USR-0033
BAL-0000516,MESA-013,V001261,candidato_A,valido,valido,valido,USR-0028
BAL-0000517,MESA-070,V001305,candidato_B,valido,valido,valido,USR-0031
BAL-0000518,MESA-049,V004915,candidato_A,valido,valido,valido,USR-0030
BAL-0000519,MESA-016,V000879,candidato_B,valido,valido,valido,USR-0034
BAL-0000520,MESA-032,V003895,candidato_B,valido,valido,valido,USR-0032
BAL-0000521,MESA-054,V001786,candidato_A,valido,valido,valido,USR-0031
BAL-0000522,MESA-041,V004287,candidato_B,valido,valido,valido,USR-0028
BAL-0000523,MESA-019,V003689,candidato_A,valido,valido,valido,USR-0032
BAL-0000524,MESA-063,V003140,candidato_A,valido,valido,valido,USR-0033
BAL-0000525,MESA-062,V003238,candidato_B,valido,valido,valido,USR-0032
BAL-0000526,MESA-073,V004019,candidato_B,valido,valido,valido,USR-0035
BAL-0000527,MESA-009,V001242,candidato_A,valido,valido,valido,USR-0028
BAL-0000528,MESA-072,V003836,candidato_B,valido,valido,valido,USR-0033
BAL-0000529,MESA-066,V000641,candidato_B,valido,valido,valido,USR-0028
BAL-0000530,MESA-001,V000058,candidato_B,valido,valido,valido,USR-0035
BAL-0000531,MESA-049,V003544,candidato_C,valido,valido,valido,USR-0035
BAL-0000532,MESA-018,V002175,blanco,blanco,blanco,blanco,USR-0028
BAL-0000533,MESA-054,V002058,marca_ambigua,invalido,valido,invalido,USR-0033
BAL-0000534,MESA-024,V003853,candidato_B,valido,valido,valido,USR-0032
BAL-0000535,MESA-017,V000240,candidato_A,valido,valido,valido,USR-0033
BAL-0000536,MESA-077,V001659,candidato_B,valido,valido,valido,USR-0030
BAL-0000537,MESA-043,V001249,candidato_C,valido,invalido,valido,USR-0033
BAL-0000538,MESA-075,V001302,candidato_A,valido,valido,valido,USR-0034
BAL-0000539,MESA-061,V003570,candidato_A,valido,valido,valido,USR-0034
BAL-0000540,MESA-066,V002557,candidato_A,valido,invalido,valido,USR-0030
BAL-0000541,MESA-002,V004379,candidato_C,valido,valido,valido,USR-0028
BAL-0000542,MESA-014,V001989,candidato_A,valido,valido,valido,USR-0033
BAL-0000543,MESA-080,V004363,candidato_B,valido,valido,valido,USR-0033
BAL-0000544,MESA-045,V001895,candidato_B,valido,valido,valido,USR-0033
BAL-0000545,MESA-037,V004081,candidato_B,valido,valido,valido,USR-0029
BAL-0000546,MESA-037,V002458,candidato_B,valido,valido,valido,USR-0035
BAL-0000547,MESA-023,V000008,candidato_A,valido,valido,valido,USR-0030
BAL-0000548,MESA-054,V002945,candidato_B,valido,valido,valido,USR-0032
BAL-0000549,MESA-051,V003143,candidato_A,valido,valido,valido,USR-0028
BAL-0000550,MESA-065,V004163,candidato_A,valido,valido,valido,USR-0034
BAL-0000551,MESA-070,V000247,candidato_B,valido,valido,valido,USR-0029
BAL-0000552,MESA-038,V001191,candidato_A,valido,valido,valido,USR-0032
BAL-0000553,MESA-031,V003061,candidato_C,valido,valido,valido,USR-0032
BAL-0000554,MESA-054,V003833,candidato_B,valido,valido,valido,USR-0035
BAL-0000555,MESA-002,V002549,candidato_B,valido,valido,valido,USR-0033
BAL-0000556,MESA-005,V004965,sin_marca,invalido,invalido,invalido,USR-0031
BAL-0000557,MESA-058,V003701,candidato_B,valido,valido,valido,USR-0032
BAL-0000558,MESA-078,V000898,candidato_A,valido,valido,valido,USR-0032
BAL-0000559,MESA-072,V003258,candidato_A,valido,valido,valido,USR-0029
BAL-0000560,MESA-027,V000565,candidato_B,valido,valido,valido,USR-0032
BAL-0000561,MESA-063,V001844,candidato_B,valido,valido,valido,USR-0029
BAL-0000562,MESA-013,V003398,candidato_A,valido,valido,valido,USR-0031
BAL-0000563,MESA-030,V001679,candidato_A,valido,valido,valido,USR-0034
BAL-0000564,MESA-050,V000458,blanco,blanco,nulo,blanco,USR-0033
BAL-0000565,MESA-028,V004907,candidato_C,valido,valido,valido,USR-0028
BAL-0000566,MESA-071,V000612,candidato_C,valido,valido,valido,USR-0035
BAL-0000567,MESA-013,V001824,candidato_A,valido,valido,valido,USR-0028
BAL-0000568,MESA-029,V000307,candidato_B,valido,valido,valido,USR-0030
BAL-0000569,MESA-079,V002055,candidato_A,valido,valido,valido,USR-0034
BAL-0000570,MESA-058,V002312,candidato_B,valido,valido,valido,USR-0028
BAL-0000571,MESA-025,V002280,candidato_A,valido,valido,valido,USR-0035
BAL-0000572,MESA-012,V000712,candidato_A,valido,valido,valido,USR-0031
BAL-0000573,MESA-005,V001175,candidato_B,valido,invalido,valido,USR-0030
BAL-0000574,MESA-022,V003752,candidato_C,valido,valido,valido,USR-0028
BAL-0000575,MESA-070,V002991,candidato_B,valido,valido,valido,USR-0028
BAL-0000576,MESA-015,V002897,blanco,blanco,nulo,blanco,USR-0031
BAL-0000577,MESA-058,V000835,candidato_B,valido,valido,valido,USR-0028
BAL-0000578,MESA-042,V000950,candidato_A,valido,valido,valido,USR-0033
BAL-0000579,MESA-063,V003224,candidato_C,valido,invalido,valido,USR-0030
BAL-0000580,MESA-067,V001399,candidato_C,valido,valido,valido,USR-0028
BAL-0000581,MESA-034,V000704,candidato_C,valido,valido,valido,USR-0030
BAL-0000582,MESA-076,V001118,candidato_A,valido,valido,valido,USR-0032
BAL-0000583,MESA-006,V002298,candidato_B,valido,valido,valido,USR-0031
BAL-0000584,MESA-071,V003457,candidato_A,valido,valido,valido,USR-0033
BAL-0000585,MESA-074,V000122,candidato_A,valido,valido,valido,USR-0033
BAL-0000586,MESA-060,V002309,candidato_C,valido,invalido,valido,USR-0030
BAL-0000587,MESA-047,V000561,candidato_A,valido,valido,valido,USR-0034
BAL-0000588,MESA-058,V001801,candidato_C,valido,valido,valido,USR-0032
BAL-0000589,MESA-040,V002267,candidato_C,valido,valido,valido,USR-0032
BAL-0000590,MESA-067,V001165,candidato_B,valido,valido,valido,USR-0030
BAL-0000591,MESA-045,V002053,candidato_A,valido,valido,valido,USR-0031
BAL-0000592,MESA-002,V000126,candidato_C,valido,valido,valido,USR-0030
BAL-0000593,MESA-043,V002091,candidato_B,valido,valido,valido,USR-0033
BAL-0000594,MESA-010,V001461,candidato_A,valido,valido,valido,USR-0035
BAL-0000595,MESA-049,V000803,candidato_A,valido,valido,valido,USR-0032
BAL-0000596,MESA-033,V003926,candidato_A,valido,valido,valido,USR-0028
BAL-0000597,MESA-002,V003659,candidato_B,valido,valido,valido,USR-0031
BAL-0000598,MESA-006,V000722,candidato_B,valido,valido,valido,USR-0029
BAL-0000599,MESA-069,V003987,blanco,blanco,blanco,blanco,USR-0031
BAL-0000600,MESA-026,V004556,candidato_B,valido,valido,valido,USR-0033
BAL-0000601,MESA-055,V002602,blanco,blanco,blanco,blanco,USR-0030
BAL-0000602,MESA-074,V000525,candidato_B,valido,valido,valido,USR-0031
BAL-0000603,MESA-017,V000579,candidato_B,valido,valido,valido,USR-0030
BAL-0000604,MESA-064,V003720,candidato_B,valido,valido,valido,USR-0029
BAL-0000605,MESA-020,V000292,candidato_B,valido,valido,valido,USR-0028
BAL-0000606,MESA-045,V001669,candidato_A,valido,valido,valido,USR-0028
BAL-0000607,MESA-024,V003591,candidato_B,valido,valido,valido,USR-0032
BAL-0000608,MESA-061,V004139,candidato_B,valido,valido,valido,USR-0034
BAL-0000609,MESA-027,V001891,marca_ambigua,invalido,invalido,invalido,USR-0032
BAL-0000610,MESA-042,V002185,candidato_A,valido,valido,valido,USR-0031
BAL-0000611,MESA-004,V000957,candidato_A,valido,valido,valido,USR-0029
BAL-0000612,MESA-071,V002856,candidato_B,valido,invalido,valido,USR-0028
BAL-0000613,MESA-073,V003118,candidato_A,valido,valido,valido,USR-0035
BAL-0000614,MESA-019,V004582,candidato_A,valido,valido,valido,USR-0034
BAL-0000615,MESA-055,V002362,candidato_A,valido,valido,valido,USR-0033
BAL-0000616,MESA-049,V001867,candidato_B,valido,valido,valido,USR-0029
BAL-0000617,MESA-057,V001038,candidato_C,valido,valido,valido,USR-0033
BAL-0000618,MESA-008,V000825,candidato_A,valido,valido,valido,USR-0035
BAL-0000619,MESA-059,V002447,candidato_B,valido,valido,valido,USR-0035
BAL-0000620,MESA-071,V002528,candidato_C,valido,valido,valido,USR-0034
BAL-0000621,MESA-054,V000831,marca_ambigua,invalido,invalido,invalido,USR-0032
BAL-0000622,MESA-022,V004294,blanco,blanco,blanco,blanco,USR-0034
BAL-0000623,MESA-049,V001606,candidato_B,valido,valido,valido,USR-0032
BAL-0000624,MESA-016,V001616,candidato_A,valido,valido,valido,USR-0032
BAL-0000625,MESA-056,V001540,candidato_A,valido,valido,valido,USR-0035
BAL-0000626,MESA-032,V002784,candidato_A,valido,invalido,valido,USR-0031
BAL-0000627,MESA-017,V000035,candidato_A,valido,invalido,valido,USR-0029
BAL-0000628,MESA-011,V002684,candidato_A,valido,valido,valido,USR-0031
BAL-0000629,MESA-007,V001148,candidato_A,valido,valido,valido,USR-0033
BAL-0000630,MESA-030,V003001,candidato_B,valido,valido,valido,USR-0034
BAL-0000631,MESA-066,V001304,candidato_A,valido,valido,valido,USR-0034
BAL-0000632,MESA-059,V004625,blanco,blanco,blanco,blanco,USR-0031
BAL-0000633,MESA-076,V003340,candidato_C,valido,valido,valido,USR-0031
